well,manufacture,run,trl,pulling_date,failure_mode,category,failure_item,failure_item_specific,general_failure_descriptor,detailed_failure_descriptor,general_failure_cause,specific_failure_cause,recommendation,area,package,runlife_code,data_reference,difa_meeting_with_vendor,failure_component_pump,failure_component_motor,failure_component_protector,reservoir_fluids,note,failure_component_mle,failure_component_main_cable,failure_component_gas_separator_or_intake,installation_date,difa_date,dhp_date
CD-14,Reda,288.0,872.0,2023-12-17 00:00:00,EDHP,DIFA Eksternal,Main Cable,Armor,Mechanical Failure,"Ruptured,burst",Reservoir Related,Reservoir Fluids,Possible Root Cause: Cable armor corroded and weaken ==> Cable explosion decompression above TRSV and below packer ==> Cable low reading ==>Declare EDHP. Recommendations: 1. Use Stainless cable or higher grade to prevent corrosion on cable's armor 2. Apply corrosion inhibitor to prevent corrosive fluids form. 3. Apply sand control due to excessive errosion on pump and gas separator,SBU,E,ORANGE,DIFA,,,,,Sand & Corrosive,"DIFA Finding: 1. Pump ST: Shaft rotation free, head scaled-acid soluble, base erroded, housing scaled on OD-acid soluble, vibration mark on housing, bushing/sleeve uniform worn, impellers DT washer slight wear, diffusers moderate thrust wear-moderate radial wear, impellers moderate radial wear. 2. Gas Separator: Shaft rotation free, head corroded, shaft uniform radial wear, all radial bearings uniform wear, inducer section erroded. 3. Protector: Shaft rotation free, clear oil with water inside top bag, clear oil inside bottom bag/labyrinth/thrust chambers, housing corroded, down/uptrhust bearing/runner negligible wear, top mechanical seal leaks. 4. Motor: Shaft rotation free, P-P= 0.74 ohm x 3 (good), P-G= 2200 Mohmx 3 (good), clear oil inside, downthrust bearing/runner negligible wear, rotor bearing sleeve discolored. 5. Sensor: No DIFA data. 6. Cable: armor explosion decompression, blown out at 3000 ft above MLE. Data from DDR: Cable blown (explosion decompression) above TRSV and below packer",,Armor,,2022-03-08,2024-01-07,2022-12-21
WB-04,Powerlift,2426.0,781.0,2023-12-21 00:00:00,EDHP,No DIFA,Protector,Bag,Mechanical Failure,Punctured,Operation Related,Normal Wear And Tear,Possible root cause: This well had been running 2426 days (TRL 781 days) => Bag excessive contraction during shut in & Bag quality degraded overtime => Bag punctured => Water ingressed to protector => Water ingressed to motor => Motor burned -> EDHP Recommendation: 1. Use BSBSL protector without mechanical seal between the bag for high HP motor,NBU,,GREEN,DIFA,,,,Bag,,"DIFA Finding: 1. Pump UT: Shaft rotation free, impellers UT washers. Pump LT: Shaft rotation free, impellers UT washers. 2. Intake: Top/bottom radial bearings uniform wear. 3. Protector: Shaft rotation free, shaft one-sided radial wear, water inside all chambers, base bushing/shaft one sided radial wear, downthrust bearing/runner moderate wear, top bag punctured-collapsed-leaks, bottom bag ruptured-collapsed-leaks, top/upper bag-lower bag mehcanical seal rotating selement worn-stationary element worn-leaks, lower bag-labyrinth/labyrinth thrust chamber mechanical seal bellow cracked-rotating element worn. 4. Motor UT: Shaft rotation free, P-P= 75.00/74.80/0.50 ohm (failed), P-G= 3.00/-/- Mohm (failed), dark oil with water inside, head/base evidance of water tracked-bushing one sided radial wear, shaft scored, downthust bearing/runner moderate wear, rotor bearing sleeve worn, pothead o ring hard, burnt at top end of stator Motor LT: Shaft rotation free, P-P= 0.3 ohm x 3 (good), P-G= 0.56 Mohm x 3 (failed), dark oil with water inside, head evidance of water tracked-bushing uniform radial wear, base evidance of water track, shaft scored, downthust bearing/runner moderate wear, rotor bearing sleeve worn, stators burned top end turn/leads. 5. Sensor: No DIFA data. 6. Cable: P-P= 1.025/1.024/1.024 ohm (good), P-G= 2000 Mohm x 3 (good).",,,,2017-03-04,2024-01-04,2023-10-25
ND-C3,Baker,230.0,389.0,2023-12-24 00:00:00,MDHP,DIFA Eksternal,Pump,Stages,External Influence,Plugged With Solids,Reservoir Related,Reservoir Fluids,"Possible root cause: All stages had sand, scale and plastic alike deposit => pump UT shaft stuck => Pump LT shaft pump parted => no BUP => MDHP Recommendation: 1. Wellbore clean out. 2. Install sand guard. 3. Use VSD. 4. Apply scale inhibitor.",SBU,,ORANGE,DIFA,,Stages,,,Solids,"DIFA Finding: 1. Pump UT: Shaft rotation stuck, head/base plugged with scale (10%)-acid soluble, coupling scaled-acid soluble, impellers UT/DT washers severe wear-missing, impellers plugged with sand &scale (90%)-acid soluble-moderate thrust wear-slight radial wear, diffusers plugged with sand & scale & plastic alike material (20%)-acid soluble-moderate thrust wear-slight radial wear. Pump LT: Shaft rotation rough, head/base plugged with scale (10%)-acid soluble, shaft twisted and broken, coupling scaled-acid soluble, impellers UT/DT washers moderate wear-brittle-missing, impellers/diffusers plugged with sand & scale-acid soluble-moderate thrust wear-slight radial wear. 2. Gas Separator: Shaft rotation free, housing blistered paint. 3. Protector: Shaft rotation free, clear oil inside all chambers, up/downthrust bearing/runner negligible wear. 4. Motor: Shaft rotation free, P-P= 1.44 ohm x 3 (good), P-G= 2000 Mohm x 3 (good), clear oil inside motor, downthrust bearing/runner negligible wear. 5. Sensor: P-G= 2000 Mohm x 3 (good). 6. Cable: P-P/P-G= 2000 Mohm x 3 (good).",,,,2023-02-01,2024-01-15,2023-09-19
WB-01,Powerlift,2029.0,1220.0,2024-01-01 00:00:00,EDHP,No DIFA,MLE,Pothead,Material Failure,Cracked,Operation Related,Normal Wear And Tear,Possible Root Cause: This well had been running 2029 days (TRL 1220 days) => Pothead insulation/epoxy quality degraded overtime => pothed burned => EDHP Recommendation: 1. Apply scale inhibitor.,,,GREEN,Pulling,,,,,,"Dismantle Finding: 1. - HEAD PUMP: 4-1/2"" - 130. NORMAL CONDITION. 2. - DISCHARGE PRESSURE: 4-1/2"". NORMAL CONDITION. 3. - PUMP UT: QN 70 AR CCR RA C / 73 STGS. COUPLING GOOD, SHAFT ROT FREE, HSG NORMAL CONDITION. - PUMP LT: QN 70 AR CCR RA C / 73 STGS. COUPLING GOOD, SHAFT ROT FREE, HSG NORMAL CONDITION. 4. - INTAKE: NI-AR-CCR-N. NORMAL CONDITION. 5. - PROT UT: NPBSBUT-AR-CCR-PL3-RF-FD-E. COUPLING GOOD / FREE SHAFT ROTATION / ALL CHAMBER WATER INSIDE/ HOUSING NORMAL - PROT LT: NPBSBLT-AR-CCR-PL3-RF-FD-E. COUPLING GOOD / FREE SHAFT ROTATION / ALL CHAMBER WATER INSIDE/ HOUSING NORMAL 6. - MOTOR ST: EMPFST-CCW-CCR-PL3-RF-HL / 273 HP, 82 A, 1938 V. COUPLING GOOD/SHAFT ROTATION FREE /HOUSING COVERED SKILL/ WATER INSIDE /POTHEAD BROKEN/ BURN OUT/READING = P-P: 14.8 Ohm/14.8 Ohm/0.7 Ohm (UNBAL) P.G 13.8 Ohm/1.2 Ohm/1.2 Ohm (UNBAL) 7. - SENSOR: ZENITH, GOOD CONDITION. 8. - FLAT CABLE: AWG #4 / 82FT, GOOD CONDITION. 9. - ROUND CABLE: AWG #1 / 3191 FT, GOOD CONDITION. READING = P-P : 0.8 Ohm x3 (BAL) And P-G : 500 Mohm (BAL) 10. - STOPPER: FOR CSG 9-5/8"". GOOD CONDITION. Notes DDR: 1. - ALL TBG IN GOOD CONDITION",Pothead,,,2018-06-01,,2023-09-25
CD-11,Baker,1281.0,647.0,2024-01-04 00:00:00,MDHP,No DIFA,Pump,Shaft,Mechanical Failure,Stuck,Operation Related,Normal Wear And Tear,Possible Root Cause: This well had been running 1281 days (TRL 647 days) => Scale build up overtime => pump shaft hard rotate => MDHP Recommendation: 1. Apply scale inhibitor.,SBU,,GREEN,Pulling,Not Yet,Shaft,,,,"Dismantle Finding: 1. - PUMP (UT): PMP SSD 538 FLEX47/39STG, HARD SHAFT ROTATION/HOUSING LIGHT SCALE/ NO PRESENCE SOLID ON HEAD - PUMP (LT): PMP SND 538 FLEX47/52STG, COUPLING GOOD/HARD SHAFT ROTATION/HOUSING COVERED BY LIGHT SCALE/ NO PRESENCE SOLID ON HEAD 2. - INTAKE: GPXARCINT, COUPLING GOOD/ FREE SHAFT ROTATION/SIDEPLAY IS GOOD/HOUSING COVERED BY LIGHT SCALE/SCREEN GOOD/NO PRESENCE SOLID 3. - PROT UT: SEAL GSB3DB HL AB PFSA CL5 STD PNT, COUPLING GOOD/ FREE SHAFT ROTATION/SIDEPLAY GOOD/HOUSING LIGHT SCALE/OIL CONDITION IS EMPTY WHEN OPEN BASE PROTECTOR 4. - MOTOR UT: MTR SP 562 225HP/1110V/125Amp, COUPLING GOOD/FREE SHAFT ROTATION/SIDEPLAY GOOD/HOUSING LIGHT SCALE/NO PRESENCE SOLID ON HEAD/OIL CONDITION ARE EMPTY ON HEAD AND POTHEAD/P-P 0.5(BALANCE); P.G :0MOHM (BALANCE) 5. - SENSOR: ZENITH E6, CONNECTED WITH MOTOR MOTOR/HOUSING COVERED BY LIGHT SCALE 6. - MLE : CENTRILINK 12 055 PLHT PK SLV 400F, ARMOR GOOD CONDITION 7. - MAIN CABLE : 1SOLBC 5KV DD13 LD(.030"") B 185 GAL R, ARMOR GOOD CONDITION/ IR P.P UNBALANCE P.G UNBALANCE Notes DDR: 1. - FOUND 6 JTS 3-1/2"" TBG BROKEN AT PIN & BOX THREAD.",,,,2020-04-19,,2023-10-21
KB-01,Reda,59.0,437.0,2024-01-07 00:00:00,MDHP,DIFA Internal,Pump,Stages,Mechanical Failure,Plugged With Scale,Reservoir Related,Reservoir Fluids,"Possible Root Cause: Scale build up inside pump stages --> stages plugged with scale --> ESP tripped Overload --> MDHP Recommendations: 1. Raise to 40 ft above perforation, without shroud 2. Wellbore cleanout 3. Scale treatment",CBU,E,RED,DIFA,Not Yet,Stages,,,Scale,"DIFA Finding: 1. ''Pump UT: Shaft rotation free, head and base scaled (reactive with HCL), housing minor scaled on OD, diffusers and impellers heavily scaled Pump LT: Shaft rotation free, head scaled (reactive with HCL), housing minor scaled on OD, diffusers and impellers heavily scaled, coupling scaled 2. 'Protector: Shaft rotation free, Oil Condition all clear (Yellow colour), housing blistered paint 3. Motor: Shaft rotation free, P-P reading 3,64 ohm x 3 (Good), P-G reading 2200 Mohm x 3 (Good), housing blistered paint 4. Gas Sep: Overall was found in good condition 5. No DIFA Data 6. No DIFA Data",,,,2022-11-20,2024-03-27,2023-01-17
CD-07,Baker,735.0,879.0,2024-01-08 00:00:00,MDHP,DIFA Eksternal,Pump,Stages,External Influence,Plugged With Scale,Reservoir Related,Reservoir Fluids,Possible root cause: thick layer of scale build up inside pump stages-pump's bearings- and gas separator component => pump's and gas separator's shaft hard to rotate => OL => MDHP Recommendation: 1. Apply scale inhibitor.,SBU,,GREEN,DIFA,Not Yet,Stages,,,Scale,"DIFA Finding: 1. Pump UT: Shaft rotation stuck, head/base plugged with scaled 20%-acid soluble, housing scaled on OD (2mm)-acid soluble, coupling scaled-acid soluble, impellers DT washers moderate wear-brittle-missing/UT washers slight wear-brittle-missing, impellers/diffusers plugged with thick layer of scale 20%-acid soluble-moderate thrust wear-slight radial wear. Pump LT: Shaft rotation stuck, head plugged with scaled 20%-acid soluble, base plugged with scaled 10%-acid soluble, housing scaled on OD (2mm)-acid soluble, coupling scaled-acid soluble, impellers DT washers moderate wear-brittle-missing/UT washers slight wear-brittle-missing, impellers/diffusers plugged thick layer of scale 20%-acid soluble-moderate thrust wear-slight radial wear. 2. Gas Separator: Shaft rotation stuck, head/base scaled-acid soluble, housing scaled on OD(2mm)-acid soluble, top radial bearings uniform wear-broken, inducer section scaled. 3. Protector: Shaft rotation free, clear oil inside top bag-labyrinth-thrust chamber and dark oil inside bottom chamber, housing scaled on OD (2mm)-acid soluble, up/downthrust bearing/runner negligible wear, bottom bag collapsed. 4. Motor: Shaft rotation free, P-P= 1.4 ohm x 3 (good), P-G= 2000 Mohm x 3 (good), clear oil inside, housing scaled on OD (3mm)-acid soluble, rotor washer were brittle, downthrust bearing/runner negligible wear. 5. Sensor: P-G= 2000 Mohm x 3(good). 6. Cable: P-G/P-P= 2000 Mohm x 3 (good), armor corroded (galvanize type of armor)",,,Shaft,2020-11-14,2024-02-20,2023-02-11
WE-23,Powerlift,21.0,401.0,2024-01-09 00:00:00,EDHP,DIFA Internal,Motor,O-Ring,Mechanical Failure,Broken,Installation Related,Assembly Procedure,Possible Root Cause: Improper motor to protector o ring installation => the o ring severely damaged => water ingress to motor through the damaged o ring=> motor burned => EDHP Recommendation: 1. Refresh installation procedure to all ESP field crew 2. Refresh ESP TKI PHE OSES to all ESP vendor.,,,RED,DIFA,,,O-Ring,,,"Dismantle Finding: 1. - HEAD PUMP 5-1/2"" - 172 : NORMAL CONDITION 2. - PUMP UT QM 200 UT-AAR-CCR-RA-C 15 STG : COUPLING GOOD, SHAFT ROT FREE, HOUSING NORMAL CONDITION. - PUMP LT QM 200 LT-AAR-CCR-RA-C 22 STG : COUPLING GOOD, SHAFT ROT FREE, HOUSING NORMAL CONDITION. 3. - PROT (UT):NPBSBUT- AR-CCR-PL3-RF-FD-E: COUPLING GOOD, SHAFT ROT FREE, HSG NORMAL, ALL CHAMBER WTR INSIDE 4. - MOTOR (UT) EMPHUT-CCR-PL3-RF-HL : : COUPLING GOOD, SHAFT ROT FREE, HSG NORMAL, WTR INSIDE.READING: P-P = 4.4 OHM (XX) ; P-G = 200 MOHM XX). - MOTOR (LT) EMPHLT-CCR-PL3-RF-HL : COUPLING GOOD, SHAFT ROT FREE, HSG NORMAL, BLACK OIL.READING: P-P: 0.8/0.6/0.4 OHM (Unbalance) P.G 10 MOHM (3X) 5. - SENSOR ZENITH : GOOD CONDITION. 6. - FLAT CABLE AWG #4 : GOOD CONDITION. 7. - ROUND CABLE AWG #1 : GOOD CONDITION.READING = P-P: 0.7 OHM (BAL) ; P-G: 500 MOHM. Notes DDR: 1. - VISUALLY 4-1/2"" & 5-1/2"" EUE 3% CR TBG WAS IN GOOD CONDITION (LAST NEW INSTALLED ON OCT 2023).",,,,2023-10-30,,2023-11-20
KB-04,Reda,904.0,1673.0,2024-01-15 00:00:00,EDHP,DIFA Eksternal,Protector,Mechanical Seal,Material Failure,Melted,Reservoir Related,Reservoir Performance,Possible Root Cause: ESP experienced running in high temperature (possibly due to low reservoir performance or plugging shroud by debris) => protector's elastomers such as base oring and mechnaical seal bellow melted => water ingress to protector => water ingress to motor => Motor failed -> EDHP 'Recommendations: 1. Use VSD to control gas lock event. 2. Using ESP without shroud to minimize plugging 3. Perform sand clean out prior install new ESP (in previous DIFA found significant amount of sand inside pump) 4. increase well performance,SBU,E,GREEN,DIFA,Not Yet,,,Mechanical Seal,,"DIFA Finding: 1. Pump UT: Shaft rotation free, housing blistered paint, impeller DT washers moderate wear/missing. Pump LT: Shaft rotation free, housing blistered paint, impeller DT washers moderate wear/missing. 2. Gas Separator: Shaft rotation free, base bushing had detached, housing scaled on OD, shaft discolored, inducer section scaled. 3. Protector: Shaft rotation stuck (with thrust runner), dark water inside all chambers, head discolored, base lip seal broken, shaft uniform radial wear, upthrust bearing/runner negligible wear-dowhthrust bearing/runner severe wear, top/bottom bag collapsed-leaks, top/lower bag-labyrinth/labyrinth-thrust chamber mechanical seal bellow cracked-rotating element worn-stationary element worn-leaks, base o-ring melted. 4. Motor: Shaft rotation free, P-P/P-G: no DIFA data, dark oil with water inside, head/base evidence of water tracked, housing blistered paint-scaled on OD, downthrust bearing/runner severe wear, rotor bearing heat noted-sleeve discolored, pothead heat noted, coupling covered by well fluid. 5. Sensor: Tool fault. 6. Cable: cable burnt at 20 ft above MLE. This well experienced no BUP and casing injected w/ fluid",,,,2021-05-06,2024-02-07,2023-10-26
CH-03,Reda,1400.0,2100.0,2024-01-17 00:00:00,EDHP,DIFA Eksternal,Protector,Mechanical Seal,Mechanical Failure,Leaking,Other,Power Outage,Possible Root Cause: This ESP experienced numerous start - stop due to surface facility issue and power outage + overheat indication => mechanical seal bellow weaken and leak ==> Water ingress to protector and motor ==> motor failed => EDHP Recommendation: 1. Use tandem protector especially if there is high chance of ESP trip due to surface facility issues and have high HP motor (>150 HP) 2. apply sand control,SBU,,GREEN,DIFA,Not Yet,,,Mechanical Seal,,"DIFA Finding: 1. Pump UT: Shaft rotation free, housing corroded-blsitered paint, all bushing/sleeve uniform worn, impeller DT washers missing, impellers/diffusers severe thrust wear. Pump LT: Shaft rotation free, housing corroded-blsitered paint, all bushing/sleeve uniform worn, impeller DT washers missing, impellers/diffusers severe thrust wear. 2. Intake: Shaft rotation free, top radial bearings uniform wear, paint was found blistered, shaft discolored 3. Protector: Shaft rotation free, dark oil with water inside all chambers, housing corroded, down/upthrust bearing/runner moderate wear, top/bottom bag leaks-collapsed, top/lower bag-labyrinth/labyrinth-thrust chamber mechanical seal bellow cracked-rotating element worn-stationary element worn-leaks, found sand on protector head, base lip seal had broken, thrust runner discolored, labyrinth chamber discolored. 4. Motor: Shaft rotation free, P-G/P-P= no DIFA data, dark oil and contaminated with water inside motor, terminal cavity burned, head/base evidence of water track, housing scarred axially- blistered paint-scaled on OD, downtrhust bearing/runner negligible wear, rotor bearing heat noted-sleeve discolored, stator burned top end turn-burned leads, pothead burmed-terminal block burned, 5. Sensor: Tool Open (Failed). 6. Cable: No DIFA data. DDR report: Cable reading 2200 Mohm (balanced), motor reading P-P= 28.9 ohm/ 29.5 ohm/ 1.1 ohm P-G=5.8 kohm/ 5.9 kohm/ 6 kohm",,,,2019-12-30,2024-02-12,2023-10-30
CI-01,Powerlift,131.0,906.0,2024-01-26 00:00:00,EDHP,DIFA Internal,Motor,Insulation/winding,Electrical Failure,Short Circuit,Operation Related,Operating Procedure,Possible Root Cause: Power outage -> high TM and high vibration indication --> sensor error suspected -> TM protection setting error -> cable or motor grounded -> EDHP. Recommendations: 1. Using new sensor with proper temperature setting 2. Routine sensor data download to make sure no data error,SBU,D,ORANGE,Pulling,Not Yet,,Insulation/winding,,,"Dismantle Finding: 1. 1. PUMP HEAD: 4-1/2"" - 130, NORMAL CONDITION 2. PUMP UT: QN 70 ARC / 55 STGS, SHAFT ROTATION STUCK, HOUSING BLISTERED PAINT, FOUND SCALE INSIDE HSG PUMP. 3. PUMP LT: QN 70 ARC / 64 STGS, SHAFT ROTATION STUCK, HOUSING BLISTERED PAINT, MINOR SCALE. 4. INTAKE: NI-AR-CCR-N, SHAFT ROTATION STUCK, HOUSING BLISTERED PAINT, MINOR SCALE. 5. PROTECTOR: NPBPBSLST-AR-CCR-PL3-RF-FD-E-INCH, SHAFT ROTATION FREE, ALL CHAMBER EMPTY OIL, HOUSING BLISTERED PAINT, MINOR SCALE 5. MOTOR: EMPHST-CCR-PL3-RF-HL (241 HP/ 2376 V/ 58 A), SHAFT ROTATION FREE, BLACK OIL, BURN OUT, HOUSING BLISTERED PAINT, MINOR SCALE MOTOR READING P-P: 6.8 KOHM / OL / OL (UNBLC), P-G: 4.26 MOHM / 4.34 MOHM / OL (UNBLC - LOW). 6. SENSOR: PHOENIX XT-1, GOOD CONDITION, MINOR SCALE 7. MLE: AWG #4 / 82 FT, GOOD CONDITION, MINOR SCALE. 8. MAIN CABLE: AWG #1 / 3306 FT, GOOD CONDITION. CABLE GOOD READING P-P: 0.8 OHM (BLC), P-G: 500 MOHM (BLC). 9. STOPPER: 7"" OD, GOOD CONDITION. Note DDR: 1. ALL TBG VISUALLY CHECK IN GOOD CONDITION (LAST NEW INSTALLED SINCE JAN 2021).",,,,2023-06-24,,2023-11-01
FC-12,Reda,1443.0,388.0,2024-01-30 00:00:00,EDHP,No DIFA,Main Cable,Insulation,Mechanical Failure,"Ruptured,burst",Operation Related,Normal Wear And Tear,Possible root cause: This ESP had been running 1443 days (TRL: 388) => improper casing pressure bleed off => Cable blown out at packoff => Declare EDHP Recommendation: 1. Apply casing pressure bleed off as per TKI,,,GREEN,DIFA,,,,,,"DIFA Finding: 1. Pump UT: Shaft rotation turns free, DT washer missing, diffusers and impellers moderate radial wear Pump CT: Shaft rotation turns free, DT washer moderate wear, diffusers slight radial wear, impellers moderate radial wear Pump LT: Shaft rotation turns free, DT washer moderate wear, diffusers slight radial wear, impellers moderate radial wear 2. Gas Sep: Overall in good condition 3. Protector: Shaft rotation turns free, oil condition all dark water, downthrust bearing moderate wear, thrust runner downthrust moderate wear, all mechanical seal were leaking. 4. Motor: Shaft rotation turns free, stator P-P reading 2.17 ohm x3 (Good), stator P-G low reading 0.4/0.5/0.5 Mohm (Failed), oil condition dark water, rotor bearing sleeve discolored, rotor bearing washer brittle 5. Sensor: Temperature indicator has burnt, mainboard has burnt, inductors had burnt, feedthru terminals were found in good condition, failed function test 6. Cable: Overall in good condition DDR report: found blownout cable at packoff",,Insulation,,2019-11-22,2024-02-13,2023-11-04
LA-C8,Powerlift,0.0,451.0,2024-02-03 00:00:00,MDHP,DIFA Internal,Pump,Stages,External Influence,Plugged With Solids,Reservoir Related,Reservoir Fluids,"Wax and sand plugged pump stages--> Pump max discharge at 1598 psi (TVD fluid level 1500 psi) --> Only 92 stages are needed(based on the latest sensor) but we install 185 stages --> Already flushed 2 times by barge (2 volume strings, 0.8 bpm, 50 psi only) --> No BUP occurs with 43 A and TM 291 F --> Declare MDHP Recommendation: 1. Use Biggest size pump to minimize risk of plug by mix of sand and wax. 2. Appy parafin / wax dispersant. 3. Apply sand control",NBU,F,RED,DIFA,,Stages,,,Wax And Sand,"DIFA Finding: 1. Pump ST : Shaft rotation stuck, Head plugged 100% by sand, Housing blistered paint, UT-DT washer missing, Pump stages plugged 100% by Wax/Sand-Acid soluble in 15% HCl. 2. Intake : Shaft rotation free, Housing blistered paint. 3. Protector UT : Shaft rotation free, Dark oil inside top bag, bottom bag, and labyrinth chamber, Clear Oil inside thrust chamber. Protector LT : Shaft rotation free, clear oil inside all chamber, overall in good condition 4. Motor ST: Shaft rotation free, P-P = 3 x 1.13 (good), P-G = 3 x 2000 Mohm (good), Clear oil inside motor, Head and base bushing uniform radial wear, Housing scarred axially, Shaft scored, Rotor bearing sleeve worn. 5. Sensor : Insulation resistance P-G = 3 x 10000 (Good), sensor overall in good condition. 6. Cable : Continuity test P-P = 3 x 1.27 (Good), Insulation resistance P-P and P-G = 3 x 2000 (Good), cable overall in good condition.",,,,2022-06-10,2024-03-06,2022-12-03
CG-05,Powerlift,1449.0,1710.0,2024-02-05 00:00:00,EDHP,DIFA Eksternal,MLE,Pothead,Material Failure,Cracked,Reservoir Related,Reservoir Fluids,Possible Root Cause: Scale inside pump --> ESP rotation hard --> Motor generated high amps & high temp --> motor winding week --> motor low meg --> short spark on MLE--> Pothead cracked --> water ingress to motor --> motor low reading --> EDHP,SBU,,GREEN,Pulling,Not Yet,,Pothead,,,"Dismantle Finding: 1. PUMP HEAD: 2-7/8"" - 101, BROKEN THREAD WHEN DISCONNECTED FROM TUBING 2. PUMP UT: Q08 ARF/ 112 STGS, COUPLING IS GOOD/SHAFT ROTATION FREE/HOUSING BLISTERED PAINT/INSIDE HOUSING PUMP FIND SCALE 3. PUMP LT: Q08 ARF/ 112 STGS, COUPLING IS GOOD/SHAFT ROTATTION FREE / 'HOUSING BLISTERED PAINT. 4. INTAKE: SR-AR-CCR-AS-TM-N-J, COUPLING IS GOOD/SHAFT ROTATTION FREE / 'HOUSING BLISTERED PAINT 5. PROTECTOR: NPBPBSLST-AR-CCR-PL3-RF-FD-E-INCH, COUPLING IS GOOD / FREE SHAFT ROTATION /UPPER CHAMBER WATER INSIDE, LOWER CHAMBER EMPTY OIL 6. MOTOR UT: EMPHST-CCR-PL3-RF-HL (80 HP, 41 A, 1140 V), COUPLING GOOD/SHAFT ROTATION FREE / HOUSING BLISTERED PAINT/ WATER INSIDE / POTHEAD CRACKED / LOW READING. MOTOR READING P-P: 1.0 OHM X 3 (BLC), P-G: 2.3 MOHM X 3 (BLC - LOW) 7. SENSOR: PHOENIX XT-0, GOOD CONDITION 8. MLE: AWG #4 / 82 FT, GOOD CONDITION, MINOR SCALE. 9. MAIN CABLE: AWG #1 / 4103 FT, GOOD CONDITION. CABLE GOOD READING P-P: 1.4 OHM (BLC), P-G: 500 MOHM (BLC) 10. STOPPER: 7"" OD, GOOD CONDITION. Note DDR: TBG VISUALLY CHECK STILL IN GOOD CONDITION (LAST NEW INSTALLED SINCE JAN 2019)",,,,2019-12-17,,2024-12-05
FC-11,Reda,603.0,317.0,2024-02-07 00:00:00,EDHP,No DIFA,MLE,Pothead,Mechanical Failure,Broken,Reservoir Related,Reservoir Fluids,Possible root cause: Scale produced by well => Manual off due to pipeline leaking => Scale build up => Scale leads to motor bad cooling system => High Tm => Repetitive start/stop => Protector failed -> Motor failed => MLE had burst damage -> EDHP Recommendation: 1. Perform scale treatment,CBU,E,GREEN,DIFA,Not Yet,,,,Scale,"DIFA Finding: 1. Pump UT: Shaft rotation free, head/base scaled-acid soluble, housing scaled on OD-acid soluble, coupling scaled, housing o ring hard, impeller DT washers missing, diffusers scaled-acid soluble, impellers moderate radial wear. Pump CT: Shaft rotation free, head/base scaled-acid soluble, coupling scaled, impeller DT washers missing, diffusers scaled-acid soluble, impellers moderate radial wear. Pump LT: Shaft rotation free, housing scaled on OD-acid soluble-corroded, coupling scaled, impeller DT washers missing, diffusers scaled-acid soluble, impellers moderate radial wear. 2. Gas Separator: Shaft rotation free, housing scaled on OD. 3. Protector UT: Shaft rotation free, dark water inside all chambers, head discolored, base lip seal broken, housing corroded, upthrust bearing/runner negligible wear-downthrust bearing/runner moderate wear, top/lower bag-labyrinth mechanical seal bellow cracked-rotating/stationary element worn-leaks, labyrinth-thrust chamber mechanical seal rotating/stationary element worn-leaks. Protector LT: Shaft rotation free, dark water inside all chambers, head discolored, base lip seal broken, housing corroded, upthrust bearing/runner negligible wear-downthrust bearing/runner moderate wear, top bag collapsed, top mechanical seal bellow cracked-rotating/stationary element worn-leaks, lower bag-labyrinth/labyrinth-thrust chamber mechanical seal rotating/stationary element worn-leaks. 4. Motor: Shaft rotation free, P-P= 1.55 ohm x 3 (good), P-G= 0 Mohm x 3 (failed), dark oil with water inside, head evidance of water track, housing scaled on OD-acid soluble, shaft scored, downthrust bearing/runner severe wear, rotor bearing sleeve, rotor discolored. 5. Sensor: Tool open, inductor/main board/temperature indicator burnt. 6. Cable: MLE pothead burst damage, MLE conductors burnt.",Pothead,,,2022-05-20,2024-02-23,2024-01-13
WE-07,Powerlift,153.0,877.0,2024-02-08 00:00:00,DHP TL,DIFA Eksternal,Tubing,Body,Mechanical Failure,Leaking,Other,Tubing Leak,"Possible root cause: TBG LEAKING AT JTS #22, #31, #37, #38 -> No fluid pump to surface -> DHP TL Recommendations: 1. Use 4 1/2"" 3% Cr tubing to replace all old tubing and to minimize friction < 100 ft/1000ft 2. Routine download data sensor 3. Clear communication with PE, AL and WI to use tubing as per design",NBU,D,ORANGE,DIFA,,,,,,"DIFA Finding: 1. Pump UT: Shaft rotation turns free, pump overall in good condition Pump LT: Shaft rotation turns free, pump overall in good condition 2. BOI: Shaft rotation turns free, intake overall in good condition 3. Protector ST: Shaft rotation turns free, oil condition dark, top bag collapse. 4. Motor UT: Shaft rotation turns free, shaft scored, stator P-P= 0.333x3ohm (good)/P-G= 2000Mohmx3(good), oil was clear, scale on housing OD and reacted to HCL Motor LT: Shaft rotation turns free, shaft scored, stator P-P= 0.330x3ohm (good)/P-G= 2000Mohmx3(good), oil was clear, rotor bearing sleeve worn, scale on housing OD and reacted to HCL 5. Sensor: Electrical resistance P-G= 10000x3Mohm, active current leakage reading 0.415mA, Cf reaading 22.593mA, Cz reading 19.661 mA, Cf-Cz reading 2.932mA, sensor overall in good condition 6. Cable: Continuity test P-P= 1.414/1.416/1.415 ohm, Hi-pot P-G 0.0450/0.0417/0.0482 µAmp/kv/kft, Insulation resistance P-P= 2000Mohm/P-G= 2000Mohm, cable overall in good condition Findings from DDR: FOUND TBG LEAKING AT JTS #22, #31, #37, #38",,,,2023-02-04,,2023-07-07
