well,psd,current_pack,purchase_or_rent,vendor,pump_type,stg,hp,volt,amp,boi_or_gs,agh_or_pg,shroud,protector,sensor,job_type,brg,start_date,dhp_date,declare_date,failure_mode,trl,afe,esp_unit_price,total_esp_price,purchase_price,pulling_date,penetrator,cable,pump,intake,gas_handler,protector,motor,pothead,sensor,pump_head,pump_base,pump_housing,pump_shaft,pump_stages,intake_head,intake_base,intake_shaft,intake_housing,intake_screen,protector_head,protector_base,protector_shaft,protector_housing,protector_seal_chamber,motor_head,motor_base,motor_shaft,motor_housing,motor_reading,pothead,mle,rc,packer,penetrator,tubing,other_pulling_findings,failure_cause,well_review,status,pooh_finding,pump_specification,run,rl_weight,rl_code,daily_charge,area,failure_item,detailed_failure_descriptor,specific_failure_cause,reservoir_fluids,note,lastdhp,lastdhp2,lastdhp3,run1,run2,run3,arl3last,pulling_finding,type_of_work,pulled_out
RA-03,3938.0,B,,Powerlift,QN15,159.0,80.0,1140.0,41.0,Gas Separator,,,0,0,PR + PNN,,2019-05-12,2020-04-15,2020-04-19,DHP TL,1890.0,,38016.54,98533.04,98533.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOH crack (DIFA),,DHP,--------------------------,QN15 159stg 80HP GS  ,339.0,2.0,ORANGE,52.1338836,S,Pump,Cracked,Manufacturing Problem,,"1. Pump: Shaft rotation free, scale on stages, stages slightly thrust wear, pump dischrage head cracked
2. Gas seaprator: Shaft rotation free, overall condition was good.
3. Protector: Shaft rotation free, clear oil inside top bag-bottom bag- labyrinth - thrust chamber.
4. Motor: Shaft rotation was free, P-P=1.04 ohm (balanced), P-G= 2000 mohm (good), shaft worn, bushings worn, rotor-bearing sleeves worn.
5. Sensor: P-G= 2200 mohm (good), temperature reading failed (high temp 180 C)
6. Cable: Overall condition was good, passed all test",2020-04-15,2019-04-07,2010-02-19,339.0,2619.0,3125.0,2027.666667,Found FM: Head Pump was broken (Crack),Pump Repair,pulled
RA-03,,F,Rent,Baker,P10,201.0,100.0,,,,,,,,PR,,2020-05-16,2021-01-08,2021-01-10,EDHP,2232.0,OS20D43089,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gas,"suspect gas intrusion, cable decompression",DHP,--------------------------,P10 201stg 100HP   ,237.0,2.0,ORANGE,170.0,S,Main Cable,"Ruptured,burst",Operating Procedure,,"1. Pump: Shaft rotation free, housing corroded.
2. Gas separator: Shaft rotation free, housing rusty
3. Protector: shaft rotation free, sshaft scored, no water inside, dark oil in all chamber, base anti-rotation pin not OK, Base O-ring swollen, housing blistered paint. 
4. Motor: shaft rotation free, P-P= 0.63/0.63/0.63 ohm (good), P-G= 2000/2000/2000 MOhm (good), Housing blistered paint&corroded, clear oil and no water inside.
5. Cable:
- found main cable burnt with sign of decompression explosion 370ft from pothead.
- No significant dent/ scratch mark at this burnt area.
- On phase disconnected due to burnt
- lead jacket normal. EPDM jacket normal, however it was swollen at the burnt area  (this is typical due to heat when short circuit).
6. Sensor: Pressure test OK, electrical reading OK, overall in normal condition",2021-01-08,2020-04-15,2019-04-07,237.0,339.0,2619.0,1065.0,Found FM: Cable Burnt out/Spark @103Jts From Surface,Pump Repair,pulled
RA-03,,F,Rent,Baker,FLEX17.5,253.0,175.0,2110.0,51.0,,,,,,,,2021-04-20,2024-07-30,2024-12-30,EDHP,2232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VSD problem,,DHP,--------------------------,FLEX17.5 253stg 175HP   ,1197.0,4.0,GREEN,170.0,S,Main Cable,Short Circuit,Manufacturing Problem,,"Dismantle Finding:
B/O & L/D ELNUSA BAKER ESP AS FOLLOWS (R/L: 1291 DAYS, T/L: 2232 DAYS):
- DPS: DSCHG 2-7/8"" EUE, HOUSING NORMAL, MINOR SCALE INSIDE, MINOR SCALE AT HOUSING.
- BOH: DSCHG B/O PMP 400 2.88X8 EUE CS, HOUSING NORMAL, MINOR SCALE INSIDE, MINOR SCALE AT HOUSING.
- PUMP UT: 400PMSSD 119 FLEX10, COUPLING GOOD, SHAFT ROT FREE, NO SOLID INSIDE, MINOR SCALE AT HOUSING.
- PUMP LT: 400PMSSD 134 FLEX17.5, COUPLING GOOD, SHAFT ROT HARD, NO SOLID INSIDE, HOUSING GOOD.
- INTAKE : GASSEP GRS N AR, COUPLING GOOD, SHAFT ROT FREE, NO SOLID INSIDE, HOUSING GOOD.
- PROT : SEAL GSB3DB LT FER, COUPLING GOOD, SHAFT ROT FREE, NO SOLID INSIDE, HOUSING GOOD, OIL COND BLACK & MIX W/
WATER ON TOP, OIL CLEAN ON BOTTOM.
- MOTOR : MTR562SP, COUPLING GOOD, SHAFT ROT FREE, NO SOLID INSIDE, HOUSING GOOD, BTM HOUSING CORRODED, BROWN OIL
IN HEAD.
*** MOTOR READING: P-P = 2.0 OHM X 3 (BAL); P-G = 2000 MOHM X 3 (BAL).
- SENSOR: ZENITH E7, NORMAL CONDITION, HOUSING GOOD.
- STOPPER: BULL NOSE 3-1/2"", NORMAL CONDITION.
- R/C: 1SOLBC 5KV DD13, CONDITION NORMAL, MINOR SCALE AT ARMOR.
- MLE: MAXLOK 456, CONDITION NORMAL, MINOR SCALE AT ARMOR.
*** MLE + R/C READING: P-P = 0 X 2000 X 2000 MOHM (UNBAL); P-G = 0 X 2000 X 2000 MOHM (UNBAL).
**FAILULE MODE: EDHP, CABLE READING 0 X 2000 X 2000 MOHM (UNBAL).",2024-07-30,2021-01-08,2020-04-15,1197.0,237.0,339.0,591.0,"FOUND:FM:Reading after unplug surface power plug P/P= 3,4 ohm & P/g = 0 mohm, Found scale at cable / Light scale at head pump, cable reading  A:2000, B:2000, C:0 (MOhm)",ESP Pump Repair,pulled
RA-03,3952.0,F,Rent,Baker,FLEX17.5,268.0,132.0,1855.0,46.0,Gas Separator,,,FSB3DB,ZEN E7,PR,Star Onyx,2025-01-16,,,,2232.0,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,--------------------------,FLEX17.5 268stg 132HP GS  ,119.1042333,2.0,ORANGE,,S,,,,,,,,,,,,,,,
RA-04,,OLD,,Reda,DN475,158.0,40.0,,,,,,0,0,,,2001-04-27,2011-11-24,2011-11-24,EDHP,1396.0,Blank 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,DN475 158stg 40HP   ,3863.0,4.0,GREEN,,S,,,,,,2011-11-24,,,3863.0,,,3863.0,"The pump was pulled out due Tripped O/L ,CUB indication.  Check cable reading from xfrmr:  Ph - Ph : 957 Ohm, 2.3 Ohm, 956 Ohm; Ph-G : 26.1 Ohm, 119.1 / 27.1 W. from pig tail: Ph-Ph: 400 KW/2.6 W/3.7 W; Ph-Gr: 939 KW/ 6.8 W /5.5 W. (Bad Cable reading).First Installation of Powerlift pump was installed.",Pump Repair,pulled
RA-04,3950.0,OLD,,Powerlift,Q08,155.0,64.0,912.0,41.0,,,,0,0,,PB,2012-01-20,2015-04-26,2015-05-18,EDHP,1167.0,12-IA-00022,,,,,,,,,,X,,,,Pump Head Plugged By Sand,,,Pump Shaft Stuck,,,,,,,,,,,Protector Chamber Collapsed,,,,,Motor Low Reading,,MLE Unbalance,RC Unbalance,,,,,Normal wear and tear,,DHP,Pump Head Plugged by Sand---Pump Shaft Stuck-----------Protector Chamber Collapsed-----Motor low reading--MLE Unbalance-RC Unbalance----,Q08 155stg 64HP   ,1192.0,4.0,GREEN,0.0,S,,,,,,2015-04-26,2011-11-24,,1192.0,3863.0,,2527.5,Found Tbg covered by scale at std#53-#57 abd Motor was Low Reading,Pump Repair  ,pulled
RA-04,3970.0,B,,Powerlift,Q08,142.0,64.0,912.0,41.0,Gas Separator,PGP,,0,0,PR,222,2016-03-11,2019-10-24,2019-11-17,MDHP,1167.0,16-IA-00070,35443.87,87916.37,87916.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,Q08 142stg 64HP GS PGP ,1322.0,4.0,GREEN,75.33536418,S,Pump,Plugged With Solids,Reservoir Fluids,Sand & Scale,"Dismantle Finding :
- Found Scale mix with Sand from 79 joints until above Head Pump
- Pump S/R Stuck, Housing Covered by Scale, Found Scale mix with Sand Inside
- PGP S/R Free, Housing Covered by Scale, Found Scale mix with Sand inside
- Intake/Gas Separator S/R free, Housing Covered by Scale
- Prot UT S/R Free, All Chamber Water Inside, Housing Covered by Scale
- Prot LT S/R Free, All Chamber Dirty Oil, Housing Covered by Scale
- Motor S/R Free, Dirty Oil , Housing Covered by Scale, Found Cracked in Port Head and Electrical Reading PP: 0.9 Ω x 3 ( Balance ), PG: 300 KΩ x 3 ( Low Reading ) 
- MLE + Main Cable normal",2019-10-24,2015-04-26,2011-11-24,1322.0,1192.0,3863.0,2125.666667,Found FM: Pump Stuck,Pump Repair + Stimulation,pulled
RA-04,3958.0,B,Rent,Powerlift,Q08,142.0,64.0,1080.0,35.0,Gas Separator,PGP,,0,0,PR + STIMULATION,222,2020-01-20,2022-11-02,2022-12-22,Others,1225.0,OS-19-D43383,35443.87,110745.37,110745.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,Q08 142stg 64HP GS PGP ,1017.0,4.0,GREEN,90.40438367,S,SCSSSV,Other,SCSSSV CL Leaking,,"DIFA Finding:
1. Pump ST: shaft rotation free, housing scaled on OD-acid soluble, impeller/diffuser erroded-scaled-acid soluble-slight thrust wear.
PGP: shaft rotation free, housing scaled on OD-acid soluble, impeller/diffuser erroded-scaled-acid soluble-slight thrust wear.
2. Gas Separator: shaft rotation free, head/base plugged with scale-acid soluble, intake/intake screen plugged with scale 90%, housing scaled on OD 2mm-acid soluble, inducer/separation section plugged with scale 50%-acid soluble.
3. Protector ST: Shaft rotation free, water inside top bag, dark water inside bottom bag/labyrint/thrust chamber, head scaled-acid soluble, housing scaled on OD 2mm-acid soluble, top bag leaks-collapsed-ruptured, top MS seal bellow/rotationg element/stationary elemt worn-leaks.
4. Motor ST: Shaft rotation free, P-P= 1.12 ohm x 3 (good). P-G= 2000 Mohm x 3 (good), clear oil inside, head bushing one sided radial wear, housing scaled on OD-acid soluble, downthrust beaing/runner negligible wear, rotor bearing sleeve worn, pothead o-ring hard.
5. Sensor: P-G= 10000 Mohm x 3 (good)
6. Cable: P-P= 0.910/0.909/0.908 ohm (good), P-G= 2000 Mohm x 3 (good).",2022-11-02,2019-10-24,2015-04-26,1017.0,1322.0,1192.0,1177.0,,,pulled
RA-04,3958.0,D,Rent,Powerlift,Q08,170.0,80.0,1140.0,41.0,Gas Separator,PGP,,,,PR + STIMULATION,222,2023-02-24,,,,1396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,--------------------------,Q08 170stg 80HP GS PGP ,811.1042333,4.0,GREEN,,S,,,,,,,,,,,,,,,
RA-05,,OLD,,Reda,DN675,158.0,40.0,,,,,,0,0,,,2000-06-30,2007-11-01,2007-11-01,EDHP,1338.0,Blank 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,DN675 158stg 40HP   ,2680.0,4.0,GREEN,,S,,,,,,2007-11-01,,,2680.0,,,2680.0,,,pulled
RA-05,,OLD,,Powerlift,Q08,142.0,60.0,,,,,,0,0,,,2008-06-14,2010-11-13,2010-11-13,EDHP,1265.0,Blank 1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,Q08 142stg 60HP   ,882.0,4.0,GREEN,0.0,S,,,,,,2010-11-13,2007-11-01,,882.0,2680.0,,1781.0,"The Pump was pulled out due to  tripped off w/ No Indication. Found the main fuse is blown. Reading cables from TR: Ph - Ph:3.· balance, Ph - Gr: 1.5 K· balance, low reading.  Confirmed EDHP, RL: 881 Days, Found Motor UT was Low Reading. A similar of Powerlift Pump was installed 
",Pump Repair + Acid Stimulation,pulled
RA-05,3513.0,B,,Powerlift,Q08,142.0,64.0,1080.0,35.0,Gas Separator,,,0,0,PR,222,2014-02-13,2020-05-21,2020-05-21,EDHP,1265.0,14-IA-08804,35446.19,89906.44,89906.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP other because CL leaking,DHP,--------------------------,Q08 142stg 64HP GS  ,2289.0,4.0,GREEN,71.07228458,S,SCSSSV,Other,Normal Wear And Tear,,"1. Pump:  Shaft rotation was free, scale on stages, UT and DT washer were gone
2. Gas separator: shaft rotation was free, overall condition was good.
3. Protector UT: Shaft rotation was free, water inside top bag-bottom bag-thrust chamber, bottom bag ruptured, top MS bellow damage. bushing and shaft one-sided worn.
Protector LT: Shaft rotation was free, dark oil inside top bag- bottom bag- labyrinth - thrust chamber.
4. Motor: Shaft rotation was free, P-P= 1,2 ohm (balanced), P-G=800 Mohm (low meg), O-ring at pothead hard, oil dark. Suspect low meg due to pot head o-ring harden.
5. Sensor: P-G= 2200 Mohm, function test passed
6. Cable: overall condition was good, all test passed

#Manual off the well due to Hydric control line leaking to cause pull.",2020-05-21,2010-11-13,2007-11-01,2289.0,882.0,2680.0,1950.333333,Found FM: Round and Flat Cable was low reading,Pump Repair + Control Line Repair,pulled
RA-05,,F,Rent,Baker,P4,185.0,132.0,2910.0,29.0,,,,,,PR,,2020-06-02,2023-03-31,2023-04-05,EDHP,1338.0,OS20D43090,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power outage,,DHP,--------------------------,P4 185stg 132HP   ,1032.0,4.0,GREEN,53.0,S,MLE,Short Circuit,Reservoir Performance,,"DIFA Finding:
1. Pump ST :  Shaft rotation free, housing corroded, housing have vibration marks and blistered paint, All washer brittle and missing, impeller/diffuser moderate thrust wear, diffuser slight radial wear, impeller scaled and acid soluble in 15% HCl, impeller moderate radial wear.
AGH : Shaft rotation free,  base and housing corroded, housing vibration marks and blistered paint, all washer brittle and missing, diffuser moderate and slight radial wear, impeller acid soluble in 15% HCl and scaled, impeller moderate thrust and radial wear.
2. Gas Separator : Shaft rotation free.
3. Protector : Shaft rotation free, all bag/labyrinth/thrust chamber contains all clear oil, base bushing uniform radial wear, housing vibration mark and scarred axially, thrust bearing and runner negligible worn, top bag blistered, bottom bag collapsed.
4. Motor : Shaft rotation free, Reading P-P No result, P-G : 400/400/400 MOhm (Failed), contains dark/discored and free of water, head bushing uniform radial wear, housing blistered paint and corroded, thrust bearing and runner negligible worn, rotor bearing sleeve discolored.
5. Sensor :  Good condition, electrical reading P-G : 2000/2000/2000 MOhm, Function test ok.
6. Cable : Armor good condition, insulation resistance test P-G: 2000/0/2000 MOhm, P-P : 2000/2000/2000 MOhm. MLE fro DDR Report  ARMOR COND IS FAIR, CUT 1 FT ABOVE POT HEAD / 0 MOHM 1 PHASE.
",2023-03-31,2020-05-21,2010-11-13,1032.0,2289.0,882.0,1401.0,,,pulled
RA-05,3598.0,D,Purchase,Powerlift,Q08,142.0,64.0,1080.0,41.0,,,,,,ESP CO + STIM,,2023-09-29,,,,1338.0,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,--------------------------,Q08 142stg 64HP   ,594.1042333,4.0,GREEN,,S,,,,,,,,,,,,,,,
RA-06,,OLD,,Reda,GN2700,83.0,120.0,890.0,85.0,,,,0,0,,,2000-10-07,2000-10-27,2000-10-27,EDHP,,Blank 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,GN2700 83stg 120HP   ,20.0,1.0,RED,,S,,,,,,2000-10-27,,,20.0,,,20.0,,,
RA-07,3688.0,B,,Powerlift,Q08,170.0,90.0,1408.0,40.0,Gas Separator,PGP,Shroud,0,0,PR,222,2016-08-28,2019-11-07,2019-11-12,MDHP,590.0,16-IA-08811,37723.46,104177.46,104177.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,Q08 170stg 90HP GS PGP SHROUD,1166.0,4.0,GREEN,176.5719661,S,,,,,,2019-11-07,,,1166.0,,,1166.0,,,
RA-08,,OLD,,Other,W50,141.0,50.0,,,,,,0,0,,,2005-04-07,2005-04-29,2005-04-29,,625.0,Blank 474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,W50 141stg 50HP   ,22.0,1.0,RED,0.0,S,,,,,,2005-04-29,,,22.0,,,22.0,,,pulled
RA-08,,OLD,,Powerlift,Q08,142.0,60.0,,,,,,0,0,,,2007-10-11,2008-04-08,2008-04-08,EDHP,469.0,Blank 977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,Q08 142stg 60HP   ,180.0,2.0,ORANGE,0.0,S,,,,,,2008-04-08,2005-04-29,,180.0,22.0,,101.0,"The Pump was pulled out due Tripped off @ 05:50 hrs with Stall, CUB, SCCT and O/L indication. Cable reading on pig tail:  Ph - Ph: 1.6 O, 4.2 KO, 4.5 KO, Ph - Gr: 2 KO, 4 KO, 4.2 KO . A similar size of Powerlift Pump was installed ",Pump Repair +  Acid Stimulation Program,pulled
RA-08,4961.0,OLD,,Powerlift,Q08,142.0,50.0,1057.0,31.0,,,,0,0,,PB,2012-02-02,2013-04-19,2013-04-19,EDHP,469.0,11-IA-00052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motor Shaft Stuck,,Motor Burn Out,,,,,,,,,,DHP,-----------------Motor Shaft Stuck--Motor Burn Out-------,Q08 142stg 50HP   ,442.0,3.0,YELLOW,0.0,S,,,,,,2013-04-19,2008-04-08,2005-04-29,442.0,180.0,22.0,214.6666667,"The Pump was pulled out due to tripped off with Short CCT indication.  Reading cable: P-P: 9KOhm, 48KOhm,1.7 KOhm (Unbalance),  P-G: 5.84MOhm; 5.84MOhm; 6.22MOhm (Unbalance). Confirmed EDHP,  R/L:  442 days, Found Motor ST was Burnt Out  .A similar size of Powerlift Pump was installed ",Pump Repair + Stimulation ,pulled
RA-08,5291.0,B,,Powerlift,Q08,142.0,50.0,1057.0,31.0,Gas Separator,,,0,0,PR-ST,222,2014-02-17,2015-08-24,2015-08-24,,626.0,14-IA-08800,33711.47,113508.22,113508.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,Q08 142stg 50HP GS  ,553.0,4.0,GREEN,181.3230351,S,,,,,,2015-08-24,2013-04-19,2008-04-08,553.0,442.0,180.0,391.6666667,Found Motor Burnt Out,Pump Repair,pulled
RA-08,5302.0,B,,Powerlift,QJ10,146.0,60.0,1270.0,31.0,Gas Separator,,,0,0,PR,222,2016-03-03,2019-02-22,2019-02-23,EDHP,626.0,16-IA-00077,36560.24,111513.74,111513.74,2019-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RC Burn Out,,,,Flat cable burn out at pothead,Normal wear and tear,,DHP,----------------------RC Burn out----Flat cable burn out at pothead,QJ10 146stg 60HP GS  ,1086.0,4.0,GREEN,178.1369649,S,,,,,,2019-02-22,2015-08-24,2013-04-19,1086.0,553.0,442.0,693.6666667,,,pulled
RA-08,5488.0,B,,Powerlift,Q08,155.0,60.0,1270.0,31.0,Intake,,Shroud,0,0,PR + PNN,222,2019-05-20,2020-03-22,2020-03-22,EDHP,657.0,,43602.68,126206.68,126206.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,Q08 155stg 60HP INTAKE  SHROUD,307.0,2.0,ORANGE,192.0954033,S,Motor,Hardened,Manufacturing Problem,,"1. Pump: Shaft rotation free, scale and sand on stages, Upthrust and downthrust washers were worn, diffusers were worn, housing were covered with significant amount of scale.
2. Gas separator: shaft rotation was free, overall condition was good.
3. Protector UT: Shaft rotation was free, water inside top bag, black oil inside bottom bag=labyrinth-thrust chamber, shaft and bushings were worn, runner and downthrust bearing were worn. Top MS bellow failed.
Protector LT: Shaft rotation was free, black oil inside top bag bag-bottom bag-labyrinth-thrust chamber, downthrust bearing and runner were worn.
4. Motor: Shaft rotation was freem P-G= 0.603 Mohm (bad), P-P=1.9 ohm (balanced),water inside, rotor bearing-sleeves were worn, all shaft bushing worn, shaft worn, thrust bearing worn, Pothead O-ring harden.
5. Sensor: No DIFA data, function test normal
6. Cable: no DIFA data, cable found dented at several location from 136-498 meters.",2020-03-22,2019-02-22,2015-08-24,307.0,1086.0,553.0,648.6666667,Found FM: Round Cable and Motor Burnt Out,Pump Repair,pulled
RA-08,5554.0,F,Rent,Baker,P4,161.0,108.0,1770.0,39.0,Gas Separator,GINPSHL,Shroud, FSB3DB PFSA,ZEN E7,PR,222,2020-03-22,2021-12-27,2022-01-17,MDHP,657.0,OS20D43041,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,P4 161stg 108HP GS GINPSHL SHROUD,645.0,4.0,GREEN,149.0,S,Gas Handler,Stuck,Reservoir Fluids,Sand,"Dismantle Finding:
B/O & L/D ESP ELNUSA-BAKER ASSY (R/L: 645 DAYS. TARGET R/L : 680 DAYS) AS FOLLOWS:
- BOH: THREAD CONDITION IS GOOD/HOUSING GOOD/LIGHT SCALE PRESENCE INSIDE.
- PUMP UT: COUPLING, SHAFT ROTATION & SIDEPLAY GOOD/THREAD CONDITION & HOUSING GOOD/LIGHT SCALE ON BODY HOUSING
(REACT WITH HCL) HEAD CONTAIN LIGHT CRUDE OIL & LIGHT SOLID MATERIAL.
- PUMP CT1: COUPLING IS GOOD/SHAFT ROTATION FREE /SIDEPLAY & HOUSING GOOD/NO PRESENCE SOLID ON HEAD/TYPE OF SOLID
(SAND, SCALE).
- PUMP CT2: COUPLING IS GOOD/SHAFT ROTATION FREE/SIDEPLAY & HOUSING IS GOOD/NO PRESENCE SOLID ON HEAD/TYPE OF SOLID
(SAND, SCALE)/REACT WITH HCL OR NOT .
- PUMP CT3: COUPLING IS GOOD/SHAFT ROTATION FREE/SIDEPLAY GOOD/HOUSING GOOD/ NO PRESENCE SOLID ON HEAD/TYPE OF
SOLID (SAND, SCALE)/REACT WITH HCL OR NOT
- PUMP LT: COUPLING IS GOOD/SHAFT ROTATION FREE/SIDEPLAY GOOD/HOUSING GOOD/ NO PRESENCE SOLID ON HEAD/TYPE OF
SOLID (SAND, SCALE)/REACT WITH HCL OR NOT
- GAS HANDLER: COUPLING IS GOOD/ SHAFT DAMAGED ( SEPARATED) / NO SIDEPLAY /HOUSING WAS GOOD/ NO SCALE PRESENCE ON
HEAD/LIGHT CRUDE OIL ON HEAD.
- INTAKE/GAS SEPARATOR: COUPLING IS GOOD/ FREE SHAFT ROTATION/ SIDEPLAY IS GOOD/HOUSING WAS GOOD/HEAD CONTAIN LIGH
CRUDE OIL, NO PRESENCE SOLID.
- PROTECTOR UT; COUPLING WAS GOOD/FREE SHAFT ROTATION/SIDEPLAY IS GOOD/HOUSING IS GOOD/NO PRESENCE SOLID ON
HEAD/OIL CONDITION MIX WATER ON TOP BAG / OIL CLEAN ON BOTTOM SEAL,
- PROTECTOR LT: COUPLING / SHAFT ROTATION/SIDEPLAY /HOUSING GOOD/PRESENCE SOLID ON HEAD/OIL CONDITION IN THRUST
CHAMBER, LABYRINTH CHAMBER, BOTTOM BAG, AND TOP BAG.
- MOTOR UT: COUPLING WAS GOOD/ FREE SHAFT ROTATION/SIDEPLAY IS GOOD/HOUSING GOOD CONDITIOND / PRESENCE SOLID ON
HEAD REACT WITH HCL/CLEAN OIL CONDITION IN HEAD//POTHEAD CONDITION IS GOOD/ P-P 3.2 OHM BALANCE & P-G 2000 MOHM
BALANCE.
- SENSOR: HOUSING IS GOOD/NORMAL /PRESSURE DISCHARGE LINE CONDITION IS GOODV
- R/C: ARMOR CONDITION WAS GOOD / READING P-P A: 2000 MOHM, B: 2000 MOHM, C: 2000 MOHM (BALANCE).
- MLE: ARMOR CONDITION GOOD, NO FOUND SCALE AT ALL/ CUTTED ABOVE POTHEAD AROUND 20 FT

***FAILURE MODE: FOUND GAS HANDLER (GINSPSHL) SHAFT DAMAGED / STUCK.",2021-12-27,2020-03-22,2019-02-22,645.0,307.0,1086.0,679.3333333,"FOUND: FM:Found parameter reading unit Good, found Gas Handler (GINSPSHL)  shaft damaged / Separate , Light scale at Motor & Pump ( reacted with HCL)",ESP Pump Repair + Stimulation (ESP CO),pulled
RA-08,5310.0,F,Purchase,Baker,FLEX10,262.0,110.0,1550.0,46.0,Gas Separator,PMP,Shroud,FSB3DB,ZEN E7,ESP CO,Star Onyx,2025-01-09,,,,725.0,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,--------------------------,FLEX10 262stg 110HP GS PMP Shroud,126.1042333,2.0,ORANGE,,S,,,,,,,,,,,,,,,
RA-09,,OLD,,Reda,GN7000,90.0,225.0,,,,,,0,0,,,2002-11-20,2007-01-01,2007-01-01,EDHP,925.0,Blank 184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,GN7000 90stg 225HP   ,1503.0,4.0,GREEN,,S,,,,,,2007-01-01,,,1503.0,,,1503.0,,,pulled
RA-09,,OLD,,Powerlift,QN120,102.0,322.0,,,,,,0,0,,,2007-04-18,2010-08-12,2010-08-12,,1424.0,Blank 893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,QN120 102stg 322HP   ,1212.0,4.0,GREEN,0.0,S,,,,,,2010-08-12,2007-01-01,,1212.0,1503.0,,1357.5,"The pump was pulled out due to STALL,Short Circuit indication keltronic.Reading cable @ pig  tail. P1-P2=2.8 k.Ohm, P1-P3=7.0 k.Ohm,P2-P3=6.7k.Ohm,P1-G=5.2 k.Ohm,P2-G=2.8 k.Ohm,P3-G=2.25 k.Ohm. Found motor burn out. A similar size of Powerlift tubing was installed.",Pump repair,pulled
RA-09,2850.0,OLD,,Powerlift,QN120,117.0,418.0,2340.0,103.0,BOI,,,0,0,,222,2010-08-25,2011-08-17,2015-12-14,EDHP,1365.0,10-IA-00264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,QN120 117stg 418HP BOI  ,357.0,2.0,ORANGE,0.0,S,,,,,,2011-08-17,2010-08-12,2007-01-01,357.0,1212.0,1503.0,1024.0,The pump was pulled out due to Tripped O/L  indication. Reading at Pig tail by Elect & Power lift : P-P : 1.7 Ohm Ballance P-G :116 Ohm Balance . Dwon size of Powerlift pump was installed.,Pump Repair ,pulled
RA-09,3000.0,OLD,,Powerlift,QN70,146.0,306.0,2166.0,82.0,,,,0,0,,223,2011-10-05,2011-10-22,2017-07-14,MDHP,1365.0,11-IA-00263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHP,--------------------------,QN70 146stg 306HP   ,17.0,1.0,RED,0.0,S,,,,,,2011-10-22,2011-08-17,2010-08-12,17.0,357.0,1212.0,528.6666667,"The Pump was pulled out due to loss flow (Low Influx). ESP Still in good Cond, ESP Setting depth will be deeper from previous setting depth. Dwon size of Powerlift Pump was installed ",Pump Repair + Acid Stimulation Program,pulled
